instance_name,solver_name,total_distance_km,solve_time_seconds,optimality_gap_percent,num_locations,source_file
sparse_location_14,RL Solver,80.782,0.006134033203125,1.777727381537321,15,visualization/output/sparse_location_14_routes.json
,,,,,,
sparse_location_15,Branch & Bound,107.94399999999999,17.49700140953064,0.0,15,visualization/output/sparse_location_15_routes.json
sparse_location_15,Held-Karp (DP),107.94399999999999,0.2512478828430176,0.0,15,visualization/output/sparse_location_15_routes.json
sparse_location_15,Nearest Neighbor,111.256,7.510185241699219e-05,3.0682576150596717,15,visualization/output/sparse_location_15_routes.json
sparse_location_15,RL Solver,118.53699999999999,0.009276151657104492,9.813421774253321,15,visualization/output/sparse_location_15_routes.json
,,,,,,
sparse_location_16,Branch & Bound,64.528,411.47092485427856,0.0,15,visualization/output/sparse_location_16_routes.json
sparse_location_16,Held-Karp (DP),64.528,0.25917792320251465,0.0,15,visualization/output/sparse_location_16_routes.json
sparse_location_16,Nearest Neighbor,77.679,6.818771362304688e-05,20.38030002479543,15,visualization/output/sparse_location_16_routes.json
sparse_location_16,RL Solver,78.83000000000001,0.0067501068115234375,22.16402181998513,15,visualization/output/sparse_location_16_routes.json
,,,,,,
sparse_location_17,Branch & Bound,21.282999999999994,3.6139590740203857,0.0,15,visualization/output/sparse_location_17_routes.json
sparse_location_17,Held-Karp (DP),21.282999999999994,0.2581009864807129,0.0,15,visualization/output/sparse_location_17_routes.json
sparse_location_17,Nearest Neighbor,25.958,5.1975250244140625e-05,21.96588826763147,15,visualization/output/sparse_location_17_routes.json
sparse_location_17,RL Solver,29.69,0.009132146835327148,39.501010195931066,15,visualization/output/sparse_location_17_routes.json
,,,,,,
sparse_location_18,Branch & Bound,129.27200000000002,2314.78560090065,0.0,15,visualization/output/sparse_location_18_routes.json
sparse_location_18,Held-Karp (DP),129.27200000000002,0.2700810432434082,0.0,15,visualization/output/sparse_location_18_routes.json
sparse_location_18,Nearest Neighbor,161.265,6.413459777832031e-05,24.748592115848723,15,visualization/output/sparse_location_18_routes.json
sparse_location_18,RL Solver,158.437,0.009715080261230469,22.56095674237266,15,visualization/output/sparse_location_18_routes.json
,,,,,,
sparse_location_19,Branch & Bound,75.903,1618.2818610668182,0.0,15,visualization/output/sparse_location_19_routes.json
sparse_location_19,Held-Karp (DP),75.903,0.25025033950805664,0.0,15,visualization/output/sparse_location_19_routes.json
sparse_location_19,Nearest Neighbor,96.13,5.7220458984375e-05,26.648485567105368,15,visualization/output/sparse_location_19_routes.json
sparse_location_19,RL Solver,84.444,0.010345935821533203,11.252519663254413,15,visualization/output/sparse_location_19_routes.json
,,,,,,
sparse_location_2,Branch & Bound,105.50371737553616,0.013025999069213867,0.0,10,visualization/output/sparse_location_2_routes.json
sparse_location_2,Held-Karp (DP),105.50371737553616,0.011101007461547852,0.0,10,visualization/output/sparse_location_2_routes.json
sparse_location_2,Nearest Neighbor,120.72181550455869,6.413459777832031e-05,14.424229313981742,10,visualization/output/sparse_location_2_routes.json
sparse_location_2,RL Solver,121.06088310963352,0.006826877593994141,14.745609084770232,10,visualization/output/sparse_location_2_routes.json
,,,,,,
sparse_location_20,Branch & Bound,71.691,100.2989809513092,0.0,15,visualization/output/sparse_location_20_routes.json
sparse_location_20,Held-Karp (DP),71.691,0.24265003204345703,0.0,15,visualization/output/sparse_location_20_routes.json
sparse_location_20,Nearest Neighbor,78.794,7.128715515136719e-05,9.907798747402037,15,visualization/output/sparse_location_20_routes.json
sparse_location_20,RL Solver,85.866,0.009046077728271484,19.77235636272335,15,visualization/output/sparse_location_20_routes.json
,,,,,,
sparse_location_3,Branch & Bound,37.331,0.01953291893005371,0.0,10,visualization/output/sparse_location_3_routes.json
sparse_location_3,Held-Karp (DP),37.331,0.0037660598754882812,0.0,10,visualization/output/sparse_location_3_routes.json
sparse_location_3,Nearest Neighbor,44.762,6.29425048828125e-05,19.90570839248881,10,visualization/output/sparse_location_3_routes.json
sparse_location_3,RL Solver,42.374,0.0052700042724609375,13.508880019286917,10,visualization/output/sparse_location_3_routes.json
,,,,,,
sparse_location_4,Branch & Bound,99.88986789492279,0.020287036895751953,0.0,10,visualization/output/sparse_location_4_routes.json
sparse_location_4,Held-Karp (DP),99.88986789492279,0.003885030746459961,0.0,10,visualization/output/sparse_location_4_routes.json
sparse_location_4,Nearest Neighbor,105.29325566077819,4.982948303222656e-05,5.4093451915857855,10,visualization/output/sparse_location_4_routes.json
sparse_location_4,RL Solver,107.47986789492279,0.0025310516357421875,7.598368242897424,10,visualization/output/sparse_location_4_routes.json
,,,,,,
sparse_location_5,Branch & Bound,162.61700000000002,0.024061918258666992,0.0,10,visualization/output/sparse_location_5_routes.json
sparse_location_5,Held-Karp (DP),162.61700000000002,0.004415035247802734,0.0,10,visualization/output/sparse_location_5_routes.json
sparse_location_5,Nearest Neighbor,163.273,5.888938903808594e-05,0.4034018583542787,10,visualization/output/sparse_location_5_routes.json
sparse_location_5,RL Solver,163.27400000000003,0.005986928939819336,0.4040168002115465,10,visualization/output/sparse_location_5_routes.json
,,,,,,
sparse_location_6,Branch & Bound,112.94500000000001,0.021922826766967773,0.0,10,visualization/output/sparse_location_6_routes.json
sparse_location_6,Held-Karp (DP),112.94500000000001,0.003468036651611328,0.0,10,visualization/output/sparse_location_6_routes.json
sparse_location_6,Nearest Neighbor,123.324,5.0067901611328125e-05,9.189428482889893,10,visualization/output/sparse_location_6_routes.json
sparse_location_6,RL Solver,131.383,0.004770040512084961,16.324759838859624,10,visualization/output/sparse_location_6_routes.json
,,,,,,
sparse_location_7,Branch & Bound,94.05635029616137,0.016415119171142578,0.0,10,visualization/output/sparse_location_7_routes.json
sparse_location_7,Held-Karp (DP),94.05635029616137,0.00916910171508789,0.0,10,visualization/output/sparse_location_7_routes.json
sparse_location_7,Nearest Neighbor,106.92887092848332,0.0001537799835205078,13.68596654217329,10,visualization/output/sparse_location_7_routes.json
sparse_location_7,RL Solver,108.22398724290474,0.0063517093658447266,15.062924408753698,10,visualization/output/sparse_location_7_routes.json
,,,,,,
